resultId,raceId,driverId,constructorId,pitstops,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rankfast,fastestLapTime,fastestLapSpeed,statusId,status,driverRef,constructorRef,circuitId,name,year,circuitRef,
24911,1045,842,213,3,10,8,6,6,6,8,57,11.942,10799457,48,16,01:34.8,205.482,1,Finished,gasly,alphatauri,3,Bahrain Grand Prix,2020,bahrain,
24936,1046,842,213,3,10,9,11,11,11,0,87,20.527,5495641,53,10,00:57.2,222.908,1,Finished,gasly,alphatauri,3,Sakhir Grand Prix,2020,bahrain,
24953,1047,842,213,1,10,9,8,8,8,4,55,+1:29.718,5878363,53,15,01:42.5,195.116,1,Finished,gasly,alphatauri,24,Abu Dhabi Grand Prix,2020,yas_marina,
25356,1051,842,213,3,10,2,11,11,11,0,56,\N,\N,46,11,01:27.0,222.572,11,+1 Lap,gasly,alphatauri,78,Qatar Grand Prix,2021,losail,
24982,1052,842,213,6,10,5,17,17,17,0,52,\N,\N,48,5,01:34.1,207.069,31,Retired,gasly,alphatauri,3,Bahrain Grand Prix,2021,bahrain,
24992,1053,842,213,10,10,5,7,7,7,6,63,52.818,7407416,52,9,01:19.0,223.718,1,Finished,gasly,alphatauri,21,Emilia Romagna Grand Prix,2021,imola,
25015,1054,842,213,6,10,9,10,10,10,1,66,+1:16.463,5747884,65,11,01:22.0,204.243,1,Finished,gasly,alphatauri,75,Portuguese Grand Prix,2021,portimao,
25035,1055,842,213,3,10,12,10,10,10,1,65,\N,\N,64,8,01:21.4,206.82,11,+1 Lap,gasly,alphatauri,4,Spanish Grand Prix,2021,catalunya,
25051,1056,842,213,1,10,6,6,6,6,8,78,53.896,5990716,71,14,01:15.4,159.3,1,Finished,gasly,alphatauri,6,Monaco Grand Prix,2021,monaco,
25068,1057,842,213,6,10,4,3,3,3,15,51,2.762,8019172,44,6,01:45.2,205.386,1,Finished,gasly,alphatauri,73,Azerbaijan Grand Prix,2021,BAK,
25125,1058,842,213,0,10,6,\N,R,20,0,1,\N,\N,\N,0,\N,\N,4,Collision,gasly,alphatauri,70,Styrian Grand Prix,2021,red_bull_ring,
25092,1059,842,213,1,10,6,7,7,7,6,53,+1:16.596,5322366,44,11,01:38.1,214.378,1,Finished,gasly,alphatauri,34,French Grand Prix,2021,ricard,
25134,1060,842,213,3,10,6,9,9,9,2,71,+1:01.844,5096387,54,4,01:08.1,228.11,1,Finished,gasly,alphatauri,70,Austrian Grand Prix,2021,red_bull_ring,
25156,1061,842,213,6,10,11,11,11,11,0,52,+1:25.327,7188611,52,3,01:30.3,234.945,1,Finished,gasly,alphatauri,9,British Grand Prix,2021,silverstone,
25170,1062,842,213,10,10,5,5,5,5,11,70,+1:03.614,7546813,70,1,01:18.4,201.183,1,Finished,gasly,alphatauri,11,Hungarian Grand Prix,2021,hungaroring,
25191,1063,842,213,0,10,6,6,6,6,4,1,10.177,217248,\N,0,\N,\N,1,Finished,gasly,alphatauri,13,Belgian Grand Prix,2021,spa,
25209,1064,842,213,1,10,4,4,4,4,12,71,\N,\N,57,10,01:14.8,204.929,11,+1 Lap,gasly,alphatauri,39,Dutch Grand Prix,2021,zandvoort,
25244,1065,842,213,0,10,21,\N,R,19,0,3,\N,\N,2,19,01:29.0,234.31,22,Suspension,gasly,alphatauri,14,Italian Grand Prix,2021,monza,
25258,1066,842,213,3,10,11,13,13,13,0,52,\N,\N,35,4,01:38.3,214.214,11,+1 Lap,gasly,alphatauri,71,Russian Grand Prix,2021,sochi,
25271,1067,842,213,1,10,4,6,6,6,8,58,44.292,5508395,50,11,01:32.8,207.046,1,Finished,gasly,alphatauri,5,Turkish Grand Prix,2021,istanbul,
25305,1069,842,213,1,10,8,\N,R,20,0,14,\N,\N,12,18,01:42.0,194.547,22,Suspension,gasly,alphatauri,69,United States Grand Prix,2021,americas,
25309,1070,842,213,1,10,5,4,4,4,12,71,+1:03.845,5982931,66,7,01:20.5,192.453,1,Finished,gasly,alphatauri,32,Mexico City Grand Prix,2021,rodriguez,
25332,1071,842,213,10,10,7,7,7,7,6,70,\N,\N,53,8,01:13.2,211.839,11,+1 Lap,gasly,alphatauri,18,São Paulo Grand Prix,2021,interlagos,
25371,1072,842,213,3,10,6,6,6,6,8,50,41.613,7616731,46,9,01:32.3,240.813,1,Finished,gasly,alphatauri,77,Saudi Arabian Grand Prix,2021,jeddah,
25390,1073,842,213,3,10,12,5,5,5,10,58,6.531,5423876,49,6,01:27.3,217.668,1,Finished,gasly,alphatauri,24,Abu Dhabi Grand Prix,2021,yas_marina,
23796,989,843,5,3,28,16,15,15,15,0,57,\N,\N,57,13,01:28.2,216.507,11,+1 Lap,brendon_hartley,toro_rosso,1,Australian Grand Prix,2018,albert_park,
23818,990,843,5,3,28,11,17,17,17,0,56,\N,\N,42,8,01:34.6,206.034,11,+1 Lap,brendon_hartley,toro_rosso,3,Bahrain Grand Prix,2018,bahrain,
23841,991,843,5,3,28,15,20,20,20,0,51,\N,\N,50,20,01:39.4,197.468,130,Collision damage,brendon_hartley,toro_rosso,17,Chinese Grand Prix,2018,shanghai,
23851,992,843,5,6,28,19,10,10,10,1,51,18.03,6242321,51,17,01:48.3,199.567,1,Finished,brendon_hartley,toro_rosso,73,Azerbaijan Grand Prix,2018,BAK,
23873,993,843,5,3,28,20,12,12,12,0,64,\N,\N,63,10,01:21.4,205.773,12,+2 Laps,brendon_hartley,toro_rosso,4,Spanish Grand Prix,2018,catalunya,
23900,994,843,5,1,28,15,\N,R,19,0,70,\N,\N,15,16,01:17.2,155.667,4,Collision,brendon_hartley,toro_rosso,6,Monaco Grand Prix,2018,monaco,
23920,995,843,5,0,28,12,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4,Collision,brendon_hartley,toro_rosso,7,Canadian Grand Prix,2018,villeneuve,
23935,996,843,5,1,28,20,14,14,14,0,52,\N,\N,40,15,01:36.8,217.176,11,+1 Lap,brendon_hartley,toro_rosso,34,French Grand Prix,2018,ricard,
23958,997,843,5,0,28,19,\N,R,17,0,54,\N,\N,42,17,01:09.2,224.73,9,Hydraulics,brendon_hartley,toro_rosso,70,Austrian Grand Prix,2018,red_bull_ring,
23982,998,843,5,0,28,21,\N,R,20,0,1,\N,\N,\N,0,\N,\N,131,Power Unit,brendon_hartley,toro_rosso,9,British Grand Prix,2018,silverstone,
23992,999,843,5,3,28,17,10,10,10,1,67,34.197,5584042,66,9,01:17.7,211.974,1,Finished,brendon_hartley,toro_rosso,10,German Grand Prix,2018,hockenheimring,
24013,1000,843,5,1,28,8,11,11,11,0,69,\N,\N,62,11,01:22.6,190.911,11,+1 Lap,brendon_hartley,toro_rosso,11,Hungarian Grand Prix,2018,hungaroring,
24036,1001,843,5,3,28,11,14,14,14,0,43,\N,\N,33,12,01:48.8,231.843,11,+1 Lap,brendon_hartley,toro_rosso,13,Belgian Grand Prix,2018,spa,
24061,1002,843,5,0,28,16,\N,R,19,0,0,\N,\N,6,19,01:27.0,239.685,23,Brakes,brendon_hartley,toro_rosso,14,Italian Grand Prix,2018,monza,
24079,1003,843,5,3,28,17,17,17,17,0,60,\N,\N,38,9,01:44.9,173.772,11,+1 Lap,brendon_hartley,toro_rosso,15,Singapore Grand Prix,2018,marina_bay,
24102,1004,843,5,1,28,20,\N,R,20,0,4,\N,\N,2,20,01:45.9,198.889,23,Brakes,brendon_hartley,toro_rosso,71,Russian Grand Prix,2018,sochi,
24115,1005,843,5,1,28,6,13,13,13,0,52,\N,\N,30,16,01:34.9,220.386,11,+1 Lap,brendon_hartley,toro_rosso,22,Japanese Grand Prix,2018,suzuka,
24131,1006,843,5,1,28,20,9,9,9,2,55,\N,\N,32,6,01:39.0,200.547,11,+1 Lap,brendon_hartley,toro_rosso,69,United States Grand Prix,2018,americas,
24156,1007,843,5,3,28,14,14,14,14,0,69,\N,\N,26,13,01:22.4,187.952,12,+2 Laps,brendon_hartley,toro_rosso,32,Mexican Grand Prix,2018,rodriguez,
24173,1008,843,5,1,28,16,11,11,11,0,70,\N,\N,53,15,01:12.9,212.647,11,+1 Lap,brendon_hartley,toro_rosso,18,Brazilian Grand Prix,2018,interlagos,
24194,1009,843,5,1,28,16,12,12,12,0,54,\N,\N,53,17,01:44.2,191.932,11,+1 Lap,brendon_hartley,toro_rosso,24,Abu Dhabi Grand Prix,2018,yas_marina,
23794,989,844,15,3,16,18,13,13,13,0,58,+1:15.759,5449042,56,15,01:28.8,215.085,1,Finished,leclerc,sauber,1,Australian Grand Prix,2018,albert_park,
23813,990,844,15,3,16,19,12,12,12,0,56,\N,\N,35,14,01:35.1,204.924,11,+1 Lap,leclerc,sauber,3,Bahrain Grand Prix,2018,bahrain,
23840,991,844,15,1,16,19,19,19,19,0,56,+1:22.575,5818955,23,19,01:38.8,198.603,1,Finished,leclerc,sauber,17,Chinese Grand Prix,2018,shanghai,
23847,992,844,15,3,16,13,6,6,6,8,51,9.158,6233449,31,11,01:47.4,201.212,1,Finished,leclerc,sauber,73,Azerbaijan Grand Prix,2018,BAK,
23871,993,844,15,1,16,14,10,10,10,1,64,\N,\N,51,14,01:22.1,204.062,12,+2 Laps,leclerc,sauber,4,Spanish Grand Prix,2018,catalunya,
23899,994,844,15,1,16,14,\N,R,18,0,70,\N,\N,17,20,01:17.7,154.59,4,Collision,leclerc,sauber,6,Monaco Grand Prix,2018,monaco,
23911,995,844,15,1,16,13,10,10,10,1,67,\N,\N,65,10,01:15.5,207.996,11,+1 Lap,leclerc,sauber,7,Canadian Grand Prix,2018,villeneuve,
23931,996,844,15,1,16,8,10,10,10,1,53,+1:33.873,5505258,45,12,01:36.0,219.127,1,Finished,leclerc,sauber,34,French Grand Prix,2018,ricard,
23950,997,844,15,1,16,18,9,9,9,2,70,\N,\N,68,14,01:09.0,225.267,11,+1 Lap,leclerc,sauber,70,Austrian Grand Prix,2018,red_bull_ring,
23981,998,844,15,1,16,9,\N,R,19,0,18,\N,\N,3,19,01:35.2,222.747,27,Tyre,leclerc,sauber,9,British Grand Prix,2018,silverstone,
23997,999,844,15,6,16,9,15,15,15,0,66,\N,\N,64,14,01:17.9,211.509,11,+1 Lap,leclerc,sauber,10,German Grand Prix,2018,hockenheimring,
24022,1000,844,15,0,16,17,\N,R,20,0,0,\N,\N,\N,0,\N,\N,22,Suspension,leclerc,sauber,11,Hungarian Grand Prix,2018,hungaroring,
24040,1001,844,15,0,16,12,\N,R,18,0,0,\N,\N,\N,0,\N,\N,3,Accident,leclerc,sauber,13,Belgian Grand Prix,2018,spa,
24053,1002,844,15,1,16,15,12,12,11,0,52,\N,\N,52,8,01:23.8,248.959,11,+1 Lap,leclerc,sauber,14,Italian Grand Prix,2018,monza,
24071,1003,844,15,1,16,13,9,9,9,2,60,\N,\N,57,11,01:45.2,173.253,11,+1 Lap,leclerc,sauber,15,Singapore Grand Prix,2018,marina_bay,
24089,1004,844,15,1,16,7,7,7,7,6,53,+1:38.390,5343571,52,9,01:38.1,214.59,1,Finished,leclerc,sauber,71,Russian Grand Prix,2018,sochi,
24120,1005,844,15,3,16,10,\N,R,18,0,38,\N,\N,37,13,01:34.5,221.183,26,Mechanical,leclerc,sauber,22,Japanese Grand Prix,2018,suzuka,
24137,1006,844,15,1,16,9,\N,R,15,0,31,\N,\N,12,16,01:40.5,197.437,130,Collision damage,leclerc,sauber,69,United States Grand Prix,2018,americas,
24149,1007,844,15,1,16,9,7,7,7,6,69,\N,\N,67,6,01:20.5,192.388,12,+2 Laps,leclerc,sauber,32,Mexican Grand Prix,2018,rodriguez,
24169,1008,844,15,1,16,7,7,7,7,6,71,+44.199s,5273265,70,8,01:12.1,215.204,1,Finished,leclerc,sauber,18,Brazilian Grand Prix,2018,interlagos,
24189,1009,844,15,1,16,8,7,7,7,6,55,+1:30.789,6071171,54,10,01:42.9,194.354,1,Finished,leclerc,sauber,24,Abu Dhabi Grand Prix,2018,yas_marina,
24207,1010,844,6,1,16,5,5,5,5,10,58,58.203,5185528,58,4,01:26.9,219.621,1,Finished,leclerc,ferrari,1,Australian Grand Prix,2019,albert_park,
24225,1011,844,6,3,16,1,3,3,3,16,57,6.131,5667426,38,1,01:33.4,208.575,1,Finished,leclerc,ferrari,3,Bahrain Grand Prix,2019,bahrain,
24247,1012,844,6,3,16,4,5,5,5,10,56,31.276,5557626,45,3,01:34.9,206.869,1,Finished,leclerc,ferrari,17,Chinese Grand Prix,2019,shanghai,
24267,1013,844,6,3,16,8,5,5,5,11,51,+1:09.107,5582049,50,1,01:43.0,209.795,1,Finished,leclerc,ferrari,73,Azerbaijan Grand Prix,2019,BAK,
24287,1014,844,6,3,16,5,5,5,5,10,66,13.361,5763804,57,5,01:20.0,209.469,1,Finished,leclerc,ferrari,4,Spanish Grand Prix,2019,catalunya,
24325,1015,844,6,3,16,15,\N,R,20,0,16,\N,\N,6,20,01:19.2,151.775,4,Collision,leclerc,ferrari,6,Monaco Grand Prix,2019,monaco,
24328,1016,844,6,1,16,3,3,3,3,15,70,4.696,5351780,63,2,01:14.4,211.14,1,Finished,leclerc,ferrari,7,Canadian Grand Prix,2019,villeneuve,
24348,1017,844,6,1,16,3,3,3,3,15,53,18.985,5090183,40,4,01:33.8,224.146,1,Finished,leclerc,ferrari,34,French Grand Prix,2019,ricard,
24367,1018,844,6,1,16,1,2,2,2,18,71,2.724,4924546,58,3,01:08.0,228.62,1,Finished,leclerc,ferrari,70,Austrian Grand Prix,2019,red_bull_ring,
24388,1019,844,6,3,16,3,3,3,3,15,52,30.117,4898569,47,5,01:29.3,237.452,1,Finished,leclerc,ferrari,9,British Grand Prix,2019,silverstone,
24422,1020,844,6,6,16,10,\N,R,17,0,27,\N,\N,17,16,01:27.7,187.764,3,Accident,leclerc,ferrari,10,German Grand Prix,2019,hockenheimring,
24429,1021,844,6,1,16,4,4,4,4,12,70,+1:05.250,5769046,49,5,01:20.5,195.937,1,Finished,leclerc,ferrari,11,Hungarian Grand Prix,2019,hungaroring,
24446,1022,844,6,1,16,1,1,1,1,25,44,23:45.7,5025710,23,4,01:46.7,236.39,1,Finished,leclerc,ferrari,13,Belgian Grand Prix,2019,spa,
24466,1023,844,6,1,16,1,1,1,1,25,53,15:26.7,4526665,47,4,01:23.0,251.235,1,Finished,leclerc,ferrari,14,Italian Grand Prix,2019,monza,
24487,1024,844,6,1,16,1,2,2,2,18,61,2.641,7116308,59,4,01:44.7,174.047,1,Finished,leclerc,ferrari,15,Singapore Grand Prix,2019,marina_bay,
24508,1025,844,6,3,16,1,3,3,3,15,53,5.212,5624204,52,2,01:36.2,218.86,1,Finished,leclerc,ferrari,71,Russian Grand Prix,2019,sochi,
24531,1026,844,6,6,16,2,6,6,6,8,51,\N,\N,48,2,01:31.6,228.195,11,+1 Lap,leclerc,ferrari,22,Japanese Grand Prix,2019,suzuka,
24549,1027,844,6,3,16,1,4,4,4,13,71,6.368,5815272,53,1,01:19.2,195.557,1,Finished,leclerc,ferrari,32,Mexican Grand Prix,2019,rodriguez,
24569,1028,844,6,3,16,4,4,4,4,13,56,52.239,5687892,44,1,01:36.2,206.374,1,Finished,leclerc,ferrari,69,United States Grand Prix,2019,americas,
24603,1029,844,6,3,16,14,18,18,18,0,65,\N,\N,63,6,01:11.4,217.19,4,Collision,leclerc,ferrari,18,Brazilian Grand Prix,2019,interlagos,
24608,1030,844,6,3,16,3,3,3,3,15,55,43.435,5689150,44,4,01:40.4,199.064,1,Finished,leclerc,ferrari,24,Abu Dhabi Grand Prix,2019,yas_marina,
24627,1031,844,6,6,16,7,2,2,2,18,71,2.7,5458439,64,4,01:07.9,228.933,1,Finished,leclerc,ferrari,70,Austrian Grand Prix,2020,red_bull_ring,
24664,1032,844,6,1,16,14,\N,R,19,0,4,\N,\N,3,19,01:35.4,162.979,130,Collision damage,leclerc,ferrari,70,Styrian Grand Prix,2020,red_bull_ring,
24676,1033,844,6,3,16,6,11,11,11,0,69,\N,\N,64,16,01:20.8,195.142,11,+1 Lap,leclerc,ferrari,11,Hungarian Grand Prix,2020,hungaroring,
24688,1034,844,6,1,16,4,3,3,3,15,52,18.474,5299757,49,9,01:29.8,236.13,1,Finished,leclerc,ferrari,9,British Grand Prix,2020,silverstone,
24709,1035,844,6,1,16,8,4,4,4,12,52,29.289,4811282,39,8,01:30.6,234.203,1,Finished,leclerc,ferrari,9,70th Anniversary Grand Prix,2020,silverstone,
24745,1036,844,6,1,16,9,\N,R,20,0,38,\N,\N,35,20,01:24.0,199.576,40,Electronics,leclerc,ferrari,4,Spanish Grand Prix,2020,catalunya,
24759,1037,844,6,3,16,13,14,14,14,0,44,+1:14.920,5123681,26,4,01:47.8,233.813,1,Finished,leclerc,ferrari,13,Belgian Grand Prix,2020,spa,
24783,1038,844,6,1,16,13,\N,R,18,0,23,\N,\N,19,19,01:26.0,242.424,3,Accident,leclerc,ferrari,14,Italian Grand Prix,2020,monza,
24793,1039,844,6,15,16,5,8,8,8,4,59,28.345,8403405,50,9,01:21.2,232.453,1,Finished,leclerc,ferrari,76,Tuscan Grand Prix,2020,mugello,
24811,1040,844,6,1,16,10,6,6,6,8,53,+1:02.186,5702550,47,11,01:39.1,212.54,1,Finished,leclerc,ferrari,71,Russian Grand Prix,2020,sochi,
24832,1041,844,6,3,16,4,7,7,7,6,60,30.814,5780455,54,10,01:30.7,204.303,1,Finished,leclerc,ferrari,20,Eifel Grand Prix,2020,nurburgring,
24849,1042,844,6,1,16,4,4,4,4,12,66,+1:05.312,5462140,66,7,01:20.4,208.322,1,Finished,leclerc,ferrari,75,Portuguese Grand Prix,2020,portimao,
24870,1043,844,6,1,16,7,5,5,5,10,63,19.111,5331541,62,12,01:18.2,226.067,1,Finished,leclerc,ferrari,21,Emilia Romagna Grand Prix,2020,imola,
24889,1044,844,6,3,16,12,4,4,4,12,58,33.858,6173171,47,11,01:40.0,192.242,1,Finished,leclerc,ferrari,5,Turkish Grand Prix,2020,istanbul,
24915,1045,844,6,6,16,12,10,10,10,1,56,\N,\N,44,8,01:33.6,208.098,11,+1 Lap,leclerc,ferrari,3,Bahrain Grand Prix,2020,bahrain,
24945,1046,844,6,0,16,4,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4,Collision,leclerc,ferrari,3,Sakhir Grand Prix,2020,bahrain,
24958,1047,844,6,1,16,12,13,13,13,0,54,\N,\N,24,10,01:41.9,196.2,11,+1 Lap,leclerc,ferrari,24,Abu Dhabi Grand Prix,2020,yas_marina,
25353,1051,844,6,1,16,13,8,8,8,4,57,+1:23.126,5151597,46,8,01:26.6,223.765,1,Finished,leclerc,ferrari,78,Qatar Grand Prix,2021,losail,
24971,1052,844,6,3,16,4,6,6,6,8,56,59.09,5582987,39,11,01:35.0,205.112,1,Finished,leclerc,ferrari,3,Bahrain Grand Prix,2021,bahrain,
24989,1053,844,6,3,16,4,4,4,4,12,63,25.579,7380177,60,6,01:18.4,225.473,1,Finished,leclerc,ferrari,21,Emilia Romagna Grand Prix,2021,imola,
25011,1054,844,6,6,16,8,6,6,6,8,66,55.781,5727202,63,6,01:21.5,205.541,1,Finished,leclerc,ferrari,75,Portuguese Grand Prix,2021,portimao,
25029,1055,844,6,3,16,4,4,4,4,12,66,54.616,5642296,64,4,01:20.5,209.174,1,Finished,leclerc,ferrari,4,Spanish Grand Prix,2021,catalunya,
25065,1056,844,6,0,16,1,\N,W,20,0,0,\N,\N,\N,0,\N,\N,30,Driveshaft,leclerc,ferrari,6,Monaco Grand Prix,2021,monaco,
25069,1057,844,6,6,16,1,4,4,4,12,51,3.828,8020238,46,8,01:45.4,205.071,1,Finished,leclerc,ferrari,73,Azerbaijan Grand Prix,2021,BAK,
25112,1058,844,6,3,16,7,7,7,7,6,70,\N,\N,64,6,01:08.7,226.145,11,+1 Lap,leclerc,ferrari,70,Styrian Grand Prix,2021,red_bull_ring,
25101,1059,844,6,3,16,7,16,16,16,0,52,\N,\N,43,8,01:37.7,215.304,11,+1 Lap,leclerc,ferrari,34,French Grand Prix,2021,ricard,
25133,1060,844,6,1,16,12,8,8,8,4,71,+1:01.195,5095738,55,13,01:08.7,226.277,1,Finished,leclerc,ferrari,70,Austrian Grand Prix,2021,red_bull_ring,
25147,1061,844,6,3,16,4,2,2,2,18,52,3.871,7107155,45,5,01:30.6,234.159,1,Finished,leclerc,ferrari,9,British Grand Prix,2021,silverstone,
25183,1062,844,6,0,16,7,\N,R,18,0,0,\N,\N,\N,0,\N,\N,4,Collision,leclerc,ferrari,11,Hungarian Grand Prix,2021,hungaroring,
25193,1063,844,6,0,16,9,8,8,8,2,1,12.608,219679,\N,0,\N,\N,1,Finished,leclerc,ferrari,13,Belgian Grand Prix,2021,spa,
25210,1064,844,6,1,16,5,5,5,5,10,71,\N,\N,58,9,01:14.8,205.033,11,+1 Lap,leclerc,ferrari,39,Dutch Grand Prix,2021,zandvoort,
25229,1065,844,6,1,16,5,4,4,4,12,53,7.309,4921674,53,6,01:25.3,244.433,1,Finished,leclerc,ferrari,14,Italian Grand Prix,2021,monza,
25260,1066,844,6,3,16,19,15,15,15,0,52,\N,\N,45,7,01:39.0,212.667,11,+1 Lap,leclerc,ferrari,71,Russian Grand Prix,2021,sochi,
25269,1067,844,6,1,16,3,4,4,4,12,58,37.814,5501917,57,8,01:32.7,207.218,1,Finished,leclerc,ferrari,5,Turkish Grand Prix,2021,istanbul,
25289,1069,844,6,3,16,4,4,4,4,12,56,52.246,5728798,41,3,01:39.3,199.861,1,Finished,leclerc,ferrari,69,United States Grand Prix,2021,americas,
25310,1070,844,6,1,16,8,5,5,5,10,71,+1:21.037,6000123,63,9,01:20.7,192.083,1,Finished,leclerc,ferrari,32,Mexico City Grand Prix,2021,rodriguez,
25330,1071,844,6,10,16,6,5,5,5,10,71,49.517,5592368,61,7,01:12.8,213.018,1,Finished,leclerc,ferrari,18,São Paulo Grand Prix,2021,interlagos,
25372,1072,844,6,6,16,4,7,7,7,6,50,44.475,7619593,46,4,01:31.6,242.643,1,Finished,leclerc,ferrari,77,Saudi Arabian Grand Prix,2021,jeddah,
25395,1073,844,6,3,16,7,10,10,10,1,58,+1:06.057,5483402,40,12,01:28.4,214.983,1,Finished,leclerc,ferrari,24,Abu Dhabi Grand Prix,2021,yas_marina,
23801,989,845,3,0,35,19,\N,R,20,0,4,\N,\N,3,20,01:32.6,206.224,23,Brakes,sirotkin,williams,1,Australian Grand Prix,2018,albert_park,
23816,990,845,3,3,35,18,15,15,15,0,56,\N,\N,47,3,01:34.1,207.151,11,+1 Lap,sirotkin,williams,3,Bahrain Grand Prix,2018,bahrain,
23836,991,845,3,3,35,16,15,15,15,0,56,58.241,5794621,47,18,01:38.6,198.973,1,Finished,sirotkin,williams,17,Chinese Grand Prix,2018,shanghai,
23861,992,845,3,0,35,11,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4,Collision,sirotkin,williams,73,Azerbaijan Grand Prix,2018,BAK,
23875,993,845,3,6,35,19,14,14,14,0,63,\N,\N,57,17,01:22.7,202.685,13,+3 Laps,sirotkin,williams,4,Spanish Grand Prix,2018,catalunya,
23897,994,845,3,6,35,13,16,16,16,0,77,\N,\N,75,4,01:15.3,159.484,11,+1 Lap,sirotkin,williams,6,Monaco Grand Prix,2018,monaco,
23918,995,845,3,1,35,18,17,17,17,0,66,\N,\N,53,16,01:15.9,206.78,12,+2 Laps,sirotkin,williams,7,Canadian Grand Prix,2018,villeneuve,
23936,996,845,3,1,35,18,15,15,15,0,52,\N,\N,35,16,01:38.3,213.949,11,+1 Lap,sirotkin,williams,34,French Grand Prix,2018,ricard,
23954,997,845,3,3,35,17,13,13,13,0,69,\N,\N,64,13,01:09.0,225.381,12,+2 Laps,sirotkin,williams,70,Austrian Grand Prix,2018,red_bull_ring,
23975,998,845,3,1,35,18,14,14,14,0,52,48.113,5297897,52,18,01:34.6,224.134,1,Finished,sirotkin,williams,9,British Grand Prix,2018,silverstone,
24001,999,845,3,3,35,12,\N,R,19,0,51,\N,\N,36,20,01:18.9,208.609,5,Engine,sirotkin,williams,10,German Grand Prix,2018,hockenheimring,
24018,1000,845,3,1,35,20,16,16,16,0,68,\N,\N,53,18,01:23.7,188.412,12,+2 Laps,sirotkin,williams,11,Hungarian Grand Prix,2018,hungaroring,
24034,1001,845,3,3,35,16,12,12,12,0,43,\N,\N,42,14,01:49.1,231.085,11,+1 Lap,sirotkin,williams,13,Belgian Grand Prix,2018,spa,
24052,1002,845,3,1,35,12,11,11,10,1,52,\N,\N,39,14,01:24.6,246.568,11,+1 Lap,sirotkin,williams,14,Italian Grand Prix,2018,monza,
24081,1003,845,3,3,35,19,19,19,19,0,59,\N,\N,48,15,01:45.9,172.11,12,+2 Laps,sirotkin,williams,15,Singapore Grand Prix,2018,marina_bay,
24100,1004,845,3,1,35,13,18,18,18,0,51,\N,\N,43,17,01:39.8,210.869,12,+2 Laps,sirotkin,williams,71,Russian Grand Prix,2018,sochi,
24118,1005,845,3,3,35,17,16,16,16,0,52,\N,\N,41,8,01:34.0,222.431,11,+1 Lap,sirotkin,williams,22,Japanese Grand Prix,2018,suzuka,
24135,1006,845,3,3,35,14,13,13,13,0,55,\N,\N,42,7,01:39.2,199.987,11,+1 Lap,sirotkin,williams,69,United States Grand Prix,2018,americas,
24155,1007,845,3,1,35,19,13,13,13,0,69,\N,\N,66,16,01:22.6,187.492,12,+2 Laps,sirotkin,williams,32,Mexican Grand Prix,2018,rodriguez,
24178,1008,845,3,1,35,14,16,16,16,0,69,\N,\N,52,19,01:14.3,208.887,12,+2 Laps,sirotkin,williams,18,Brazilian Grand Prix,2018,interlagos,
24197,1009,845,3,1,35,19,15,15,15,0,54,\N,\N,54,14,01:43.8,192.566,11,+1 Lap,sirotkin,williams,24,Abu Dhabi Grand Prix,2018,yas_marina,
24214,1010,846,1,1,4,8,12,12,12,0,57,\N,\N,17,16,01:28.6,215.581,11,+1 Lap,norris,mclaren,1,Australian Grand Prix,2019,albert_park,
24228,1011,846,1,3,4,9,6,6,6,8,57,45.754,5707049,14,12,01:35.8,203.422,1,Finished,norris,mclaren,3,Bahrain Grand Prix,2019,bahrain,
24260,1012,846,1,6,4,15,18,18,18,0,50,\N,\N,37,15,01:38.3,199.536,4,Collision,norris,mclaren,17,Chinese Grand Prix,2019,shanghai,
24270,1013,846,1,3,4,7,8,8,8,4,51,+1:40.268,5613210,43,6,01:45.4,205.047,1,Finished,norris,mclaren,73,Azerbaijan Grand Prix,2019,BAK,
24302,1014,846,1,1,4,10,\N,R,20,0,44,\N,\N,28,18,01:22.6,202.977,4,Collision,norris,mclaren,4,Spanish Grand Prix,2019,catalunya,
24316,1015,846,1,1,4,12,11,11,11,0,78,+1:06.801,6275238,61,13,01:16.4,157.214,1,Finished,norris,mclaren,6,Monaco Grand Prix,2019,monaco,
24345,1016,846,1,0,4,8,\N,R,20,0,8,\N,\N,4,20,01:18.0,201.217,22,Suspension,norris,mclaren,7,Canadian Grand Prix,2019,villeneuve,
24354,1017,846,1,1,4,5,9,9,9,2,52,\N,\N,45,7,01:34.8,221.955,11,+1 Lap,norris,mclaren,34,French Grand Prix,2019,ricard,
24371,1018,846,1,1,4,5,6,6,6,8,70,\N,\N,69,8,01:08.7,226.274,11,+1 Lap,norris,mclaren,70,Austrian Grand Prix,2019,red_bull_ring,
24396,1019,846,1,3,4,8,11,11,11,0,52,+1:14.281,4942733,50,10,01:29.6,236.596,1,Finished,norris,mclaren,9,British Grand Prix,2019,silverstone,
24423,1020,846,1,3,4,19,\N,R,18,0,25,\N,\N,16,18,01:31.1,180.788,75,Power loss,norris,mclaren,10,German Grand Prix,2019,hockenheimring,
24434,1021,846,1,1,4,7,9,9,9,2,69,\N,\N,65,13,01:21.2,194.26,11,+1 Lap,norris,mclaren,11,Hungarian Grand Prix,2019,hungaroring,
