resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rankfast,fastestLapTime,fastestLapSpeed,statusId,status,driverRef,constructorRef,circuitId,name,year,circuitRef,rank_yrs_exp_driver,rank_wins_driver,rank_quali_wins_driver
24977,1052,841,51,99,12,12,12,12,0.0,55,\N,\N,32,13,01:35.1,204.823,11,+1 Lap,giovinazzi,alfa,3,Bahrain Grand Prix,2021,bahrain,20.0,13.0,13.0
24974,1052,852,213,22,13,9,9,9,2.0,56,85.692,5609589,38,8,01:34.8,205.603,1,Finished,tsunoda,alphatauri,3,Bahrain Grand Prix,2021,bahrain,26.0,13.0,13.0
24976,1052,8,51,7,14,11,11,11,0.0,56,88.864,5612761,45,14,01:35.2,204.672,1,Finished,raikkonen,alfa,3,Bahrain Grand Prix,2021,bahrain,1.0,4.0,4.0
24979,1052,847,3,63,15,14,14,14,0.0,55,\N,\N,40,12,01:35.0,205.008,11,+1 Lap,russell,williams,3,Bahrain Grand Prix,2021,bahrain,20.0,13.0,13.0
24978,1052,839,214,31,16,13,13,13,0.0,55,\N,\N,33,15,01:35.3,204.548,11,+1 Lap,ocon,alpine,3,Bahrain Grand Prix,2021,bahrain,14.0,10.0,13.0
24983,1052,849,3,6,17,18,18,18,0.0,51,\N,\N,16,19,01:36.6,201.685,31,Retired,latifi,williams,3,Bahrain Grand Prix,2021,bahrain,23.0,13.0,13.0
24981,1052,854,210,47,18,16,16,16,0.0,55,\N,\N,38,18,01:36.1,202.667,11,+1 Lap,mick_schumacher,haas,3,Bahrain Grand Prix,2021,bahrain,26.0,13.0,13.0
24985,1052,853,210,9,19,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,3,Accident,mazepin,haas,3,Bahrain Grand Prix,2021,bahrain,26.0,13.0,13.0
24980,1052,20,117,5,20,15,15,15,0.0,55,\N,\N,26,16,01:35.6,203.871,11,+1 Lap,vettel,aston_martin,3,Bahrain Grand Prix,2021,bahrain,3.0,2.0,2.0
24970,1052,815,9,11,21,5,5,5,10.0,56,52.047,5575944,44,3,01:34.0,207.334,1,Finished,perez,red_bull,3,Bahrain Grand Prix,2021,bahrain,5.0,8.0,13.0
24987,1053,1,131,44,1,2,2,2,19.0,63,22,7376598,60,1,01:16.7,230.403,1,Finished,hamilton,mercedes,21,Emilia Romagna Grand Prix,2021,imola,3.0,1.0,1.0
24996,1053,815,9,11,2,11,11,11,0.0,63,67.151,7421749,62,13,01:19.4,222.585,1,Finished,perez,red_bull,21,Emilia Romagna Grand Prix,2021,imola,5.0,8.0,13.0
24986,1053,830,9,33,3,1,1,1,25.0,63,02:34.6,7354598,60,2,01:17.5,227.96,1,Finished,max_verstappen,red_bull,21,Emilia Romagna Grand Prix,2021,imola,10.0,5.0,6.0
24989,1053,844,6,16,4,4,4,4,12.0,63,25.579,7380177,60,6,01:18.4,225.473,1,Finished,leclerc,ferrari,21,Emilia Romagna Grand Prix,2021,imola,18.0,8.0,7.0
24992,1053,842,213,10,5,7,7,7,6.0,63,52.818,7407416,52,9,01:19.0,223.718,1,Finished,gasly,alphatauri,21,Emilia Romagna Grand Prix,2021,imola,14.0,10.0,13.0
24991,1053,817,1,3,6,6,6,6,8.0,63,51.22,7405818,54,12,01:19.3,222.739,1,Finished,ricciardo,mclaren,21,Emilia Romagna Grand Prix,2021,imola,5.0,7.0,8.0
24988,1053,846,1,4,7,3,3,3,15.0,63,23.702,7378300,63,3,01:18.3,225.819,1,Finished,norris,mclaren,21,Emilia Romagna Grand Prix,2021,imola,20.0,13.0,9.0
25003,1053,822,131,77,8,\N,R,18,0.0,30,\N,\N,30,19,01:28.5,199.721,4,Collision,bottas,mercedes,21,Emilia Romagna Grand Prix,2021,imola,7.0,6.0,4.0
24994,1053,839,214,31,9,9,9,9,2.0,63,65.704,7420302,62,15,01:19.4,222.512,1,Finished,ocon,alpine,21,Emilia Romagna Grand Prix,2021,imola,14.0,10.0,13.0
24993,1053,840,117,18,10,8,8,8,4.0,63,56.909,7411507,59,8,01:18.8,224.32,1,Finished,stroll,aston_martin,21,Emilia Romagna Grand Prix,2021,imola,14.0,13.0,9.0
24990,1053,832,6,55,11,5,5,5,10.0,63,27.036,7381634,60,7,01:18.5,225.154,1,Finished,sainz,ferrari,21,Emilia Romagna Grand Prix,2021,imola,10.0,13.0,13.0
25004,1053,847,3,63,12,\N,R,19,0.0,30,\N,\N,28,18,01:26.5,204.203,4,Collision,russell,williams,21,Emilia Romagna Grand Prix,2021,imola,20.0,13.0,13.0
25005,1053,849,3,6,14,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,Collision,latifi,williams,21,Emilia Romagna Grand Prix,2021,imola,23.0,13.0,13.0
24995,1053,4,214,14,15,10,10,10,1.0,63,66.561,7421159,62,14,01:19.4,222.526,1,Finished,alonso,alpine,21,Emilia Romagna Grand Prix,2021,imola,1.0,3.0,3.0
24998,1053,8,51,7,16,13,13,13,0.0,63,94.773,7449371,62,5,01:18.4,225.548,1,Finished,raikkonen,alfa,21,Emilia Romagna Grand Prix,2021,imola,1.0,4.0,4.0
24999,1053,841,51,99,17,14,14,14,0.0,62,\N,\N,57,16,01:19.5,222.378,11,+1 Lap,giovinazzi,alfa,21,Emilia Romagna Grand Prix,2021,imola,20.0,13.0,13.0
25001,1053,854,210,47,18,16,16,16,0.0,61,\N,\N,58,11,01:19.2,223.156,12,+2 Laps,mick_schumacher,haas,21,Emilia Romagna Grand Prix,2021,imola,26.0,13.0,13.0
25002,1053,853,210,9,19,17,17,17,0.0,61,\N,\N,55,17,01:20.4,219.8,12,+2 Laps,mazepin,haas,21,Emilia Romagna Grand Prix,2021,imola,26.0,13.0,13.0
24997,1053,852,213,22,20,12,12,12,0.0,63,73.184,7427782,49,4,01:18.3,225.603,1,Finished,tsunoda,alphatauri,21,Emilia Romagna Grand Prix,2021,imola,26.0,13.0,13.0
25000,1053,20,117,5,21,15,15,15,0.0,61,\N,\N,59,10,01:19.1,223.491,6,Gearbox,vettel,aston_martin,21,Emilia Romagna Grand Prix,2021,imola,3.0,2.0,2.0
25008,1054,822,131,77,1,3,3,3,16.0,66,33.53,5704951,65,1,01:19.9,209.738,1,Finished,bottas,mercedes,75,Portuguese Grand Prix,2021,portimao,7.0,6.0,4.0
25006,1054,1,131,44,2,1,1,1,25.0,66,34:31.4,5671421,47,4,01:20.9,206.971,1,Finished,hamilton,mercedes,75,Portuguese Grand Prix,2021,portimao,3.0,1.0,1.0
25007,1054,830,9,33,3,2,2,2,18.0,66,29.148,5700569,62,3,01:20.7,207.581,1,Finished,max_verstappen,red_bull,75,Portuguese Grand Prix,2021,portimao,10.0,5.0,6.0
25009,1054,815,9,11,4,4,4,4,12.0,66,39.735,5711156,55,2,01:20.6,207.715,1,Finished,perez,red_bull,75,Portuguese Grand Prix,2021,portimao,5.0,8.0,13.0
25016,1054,832,6,55,5,11,11,11,0.0,66,+1:18.955,5750376,60,14,01:22.3,203.471,1,Finished,sainz,ferrari,75,Portuguese Grand Prix,2021,portimao,10.0,13.0,13.0
25012,1054,839,214,31,6,7,7,7,6.0,66,+1:03.749,5735170,34,8,01:21.9,204.562,1,Finished,ocon,alpine,75,Portuguese Grand Prix,2021,portimao,14.0,10.0,13.0
25010,1054,846,1,4,7,5,5,5,10.0,66,51.369,5722790,55,7,01:21.7,205.038,1,Finished,norris,mclaren,75,Portuguese Grand Prix,2021,portimao,20.0,13.0,9.0
25011,1054,844,6,16,8,6,6,6,8.0,66,55.781,5727202,63,6,01:21.5,205.541,1,Finished,leclerc,ferrari,75,Portuguese Grand Prix,2021,portimao,18.0,8.0,7.0
25015,1054,842,213,10,9,10,10,10,1.0,66,+1:16.463,5747884,65,11,01:22.0,204.243,1,Finished,gasly,alphatauri,75,Portuguese Grand Prix,2021,portimao,14.0,10.0,13.0
25018,1054,20,117,5,10,13,13,13,0.0,65,\N,\N,60,15,01:22.4,203.246,11,+1 Lap,vettel,aston_martin,75,Portuguese Grand Prix,2021,portimao,3.0,2.0,2.0
25021,1054,847,3,63,11,16,16,16,0.0,65,\N,\N,60,16,01:22.7,202.661,11,+1 Lap,russell,williams,75,Portuguese Grand Prix,2021,portimao,20.0,13.0,13.0
25017,1054,841,51,99,12,12,12,12,0.0,65,\N,\N,60,13,01:22.2,203.862,11,+1 Lap,giovinazzi,alfa,75,Portuguese Grand Prix,2021,portimao,20.0,13.0,13.0
25013,1054,4,214,14,13,8,8,8,4.0,66,+1.04.808,5673229,66,5,01:21.0,206.718,1,Finished,alonso,alpine,75,Portuguese Grand Prix,2021,portimao,1.0,3.0,3.0
25020,1054,852,213,22,14,15,15,15,0.0,65,\N,\N,61,12,01:22.1,204.133,11,+1 Lap,tsunoda,alphatauri,75,Portuguese Grand Prix,2021,portimao,26.0,13.0,13.0
25025,1054,8,51,7,15,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,130,Collision damage,raikkonen,alfa,75,Portuguese Grand Prix,2021,portimao,1.0,4.0,4.0
25014,1054,817,1,3,16,9,9,9,2.0,66,+1:15.369,5746790,64,10,01:22.0,204.31,1,Finished,ricciardo,mclaren,75,Portuguese Grand Prix,2021,portimao,5.0,7.0,8.0
25019,1054,840,117,18,17,14,14,14,0.0,65,\N,\N,59,9,01:22.0,204.352,11,+1 Lap,stroll,aston_martin,75,Portuguese Grand Prix,2021,portimao,14.0,13.0,9.0
25023,1054,849,3,6,18,18,18,18,0.0,64,\N,\N,60,18,01:23.2,201.44,12,+2 Laps,latifi,williams,75,Portuguese Grand Prix,2021,portimao,23.0,13.0,13.0
25022,1054,854,210,47,19,17,17,17,0.0,64,\N,\N,61,17,01:22.8,202.414,12,+2 Laps,mick_schumacher,haas,75,Portuguese Grand Prix,2021,portimao,26.0,13.0,13.0
25024,1054,853,210,9,20,19,19,19,0.0,64,\N,\N,64,19,01:23.6,200.27,12,+2 Laps,mazepin,haas,75,Portuguese Grand Prix,2021,portimao,26.0,13.0,13.0
25026,1055,1,131,44,1,1,1,1,25.0,66,33:07.7,5587680,54,5,01:20.7,208.64,1,Finished,hamilton,mercedes,4,Spanish Grand Prix,2021,catalunya,3.0,1.0,1.0
25027,1055,830,9,33,2,2,2,2,19.0,66,15.841,5603521,62,1,01:18.1,215.357,1,Finished,max_verstappen,red_bull,4,Spanish Grand Prix,2021,catalunya,10.0,5.0,6.0
25028,1055,822,131,77,3,3,3,3,15.0,66,26.61,5614290,65,2,01:19.4,211.884,1,Finished,bottas,mercedes,4,Spanish Grand Prix,2021,catalunya,7.0,6.0,4.0
25029,1055,844,6,16,4,4,4,4,12.0,66,54.616,5642296,64,4,01:20.5,209.174,1,Finished,leclerc,ferrari,4,Spanish Grand Prix,2021,catalunya,18.0,8.0,7.0
25034,1055,839,214,31,5,9,9,9,2.0,65,\N,\N,46,18,01:23.3,202.014,11,+1 Lap,ocon,alpine,4,Spanish Grand Prix,2021,catalunya,14.0,10.0,13.0
25032,1055,832,6,55,6,7,7,7,6.0,66,+1:14.670,5662350,53,9,01:21.6,206.33,1,Finished,sainz,ferrari,4,Spanish Grand Prix,2021,catalunya,10.0,13.0,13.0
25031,1055,817,1,3,7,6,6,6,8.0,66,+1:13.768,5661448,60,10,01:21.9,205.612,1,Finished,ricciardo,mclaren,4,Spanish Grand Prix,2021,catalunya,5.0,7.0,8.0
25030,1055,815,9,11,8,5,5,5,10.0,66,+1:03.671,5651351,60,3,01:19.5,211.743,1,Finished,perez,red_bull,4,Spanish Grand Prix,2021,catalunya,5.0,8.0,13.0
25033,1055,846,1,4,9,8,8,8,4.0,65,\N,\N,56,7,01:21.3,207.064,11,+1 Lap,norris,mclaren,4,Spanish Grand Prix,2021,catalunya,20.0,13.0,9.0
25042,1055,4,214,14,10,17,17,17,0.0,65,\N,\N,63,6,01:21.2,207.311,11,+1 Lap,alonso,alpine,4,Spanish Grand Prix,2021,catalunya,1.0,3.0,3.0
25036,1055,840,117,18,11,11,11,11,0.0,65,\N,\N,47,11,01:22.6,203.735,11,+1 Lap,stroll,aston_martin,4,Spanish Grand Prix,2021,catalunya,14.0,13.0,9.0
25035,1055,842,213,10,12,10,10,10,1.0,65,\N,\N,64,8,01:21.4,206.82,11,+1 Lap,gasly,alphatauri,4,Spanish Grand Prix,2021,catalunya,14.0,10.0,13.0
25038,1055,20,117,5,13,13,13,13,0.0,65,\N,\N,56,14,01:22.8,203.211,11,+1 Lap,vettel,aston_martin,4,Spanish Grand Prix,2021,catalunya,3.0,2.0,2.0
25040,1055,841,51,99,14,15,15,15,0.0,65,\N,\N,42,13,01:22.8,203.255,11,+1 Lap,giovinazzi,alfa,4,Spanish Grand Prix,2021,catalunya,20.0,13.0,13.0
25039,1055,847,3,63,15,14,14,14,0.0,65,\N,\N,30,17,01:23.2,202.264,11,+1 Lap,russell,williams,4,Spanish Grand Prix,2021,catalunya,20.0,13.0,13.0
25045,1055,852,213,22,16,\N,R,20,0.0,6,\N,\N,5,20,01:24.8,198.408,10,Electrical,tsunoda,alphatauri,4,Spanish Grand Prix,2021,catalunya,26.0,13.0,13.0
25037,1055,8,51,7,17,12,12,12,0.0,65,\N,\N,54,15,01:22.9,203.094,11,+1 Lap,raikkonen,alfa,4,Spanish Grand Prix,2021,catalunya,1.0,4.0,4.0
25043,1055,854,210,47,18,18,18,18,0.0,64,\N,\N,54,12,01:22.6,203.661,12,+2 Laps,mick_schumacher,haas,4,Spanish Grand Prix,2021,catalunya,26.0,13.0,13.0
25041,1055,849,3,6,19,16,16,16,0.0,65,\N,\N,57,16,01:22.9,203.003,11,+1 Lap,latifi,williams,4,Spanish Grand Prix,2021,catalunya,23.0,13.0,13.0
25044,1055,853,210,9,20,19,19,19,0.0,64,\N,\N,45,19,01:24.0,200.261,12,+2 Laps,mazepin,haas,4,Spanish Grand Prix,2021,catalunya,26.0,13.0,13.0
25065,1056,844,6,16,1,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,30,Driveshaft,leclerc,ferrari,6,Monaco Grand Prix,2021,monaco,18.0,8.0,7.0
25046,1056,830,9,33,2,1,1,1,25.0,78,38:56.8,5936820,58,6,01:14.6,160.929,1,Finished,max_verstappen,red_bull,6,Monaco Grand Prix,2021,monaco,10.0,5.0,6.0
25064,1056,822,131,77,3,\N,R,19,0.0,29,\N,\N,18,17,01:15.7,158.682,61,Wheel nut,bottas,mercedes,6,Monaco Grand Prix,2021,monaco,7.0,6.0,4.0
25047,1056,832,6,55,4,2,2,2,18.0,78,8.968,5945788,35,5,01:14.6,160.989,1,Finished,sainz,ferrari,6,Monaco Grand Prix,2021,monaco,10.0,13.0,13.0
25048,1056,846,1,4,5,3,3,3,15.0,78,19.427,5956247,76,7,01:14.7,160.883,1,Finished,norris,mclaren,6,Monaco Grand Prix,2021,monaco,20.0,13.0,9.0
25051,1056,842,213,10,6,6,6,6,8.0,78,53.896,5990716,71,14,01:15.4,159.3,1,Finished,gasly,alphatauri,6,Monaco Grand Prix,2021,monaco,14.0,10.0,13.0
25052,1056,1,131,44,7,7,7,7,7.0,78,+1:08.231,6005051,69,1,01:12.9,164.769,1,Finished,hamilton,mercedes,6,Monaco Grand Prix,2021,monaco,3.0,1.0,1.0
25050,1056,20,117,5,8,5,5,5,10.0,78,52.591,5989411,33,11,01:15.3,159.503,1,Finished,vettel,aston_martin,6,Monaco Grand Prix,2021,monaco,3.0,2.0,2.0
25049,1056,815,9,11,9,4,4,4,12.0,78,20.49,5957310,32,3,01:14.6,161.138,1,Finished,perez,red_bull,6,Monaco Grand Prix,2021,monaco,5.0,8.0,13.0
25055,1056,841,51,99,10,10,10,10,1.0,77,\N,\N,41,13,01:15.3,159.472,11,+1 Lap,giovinazzi,alfa,6,Monaco Grand Prix,2021,monaco,20.0,13.0,13.0
25054,1056,839,214,31,11,9,9,9,2.0,77,\N,\N,41,12,01:15.3,159.503,11,+1 Lap,ocon,alpine,6,Monaco Grand Prix,2021,monaco,14.0,10.0,13.0
25057,1056,817,1,3,12,12,12,12,0.0,77,\N,\N,43,4,01:14.6,161.082,11,+1 Lap,ricciardo,mclaren,6,Monaco Grand Prix,2021,monaco,5.0,7.0,8.0
25053,1056,840,117,18,13,8,8,8,4.0,77,\N,\N,74,8,01:14.7,160.875,11,+1 Lap,stroll,aston_martin,6,Monaco Grand Prix,2021,monaco,14.0,13.0,9.0
25056,1056,8,51,7,14,11,11,11,0.0,77,\N,\N,55,9,01:15.0,160.237,11,+1 Lap,raikkonen,alfa,6,Monaco Grand Prix,2021,monaco,1.0,4.0,4.0
25059,1056,847,3,63,15,14,14,14,0.0,77,\N,\N,59,15,01:15.5,159.033,11,+1 Lap,russell,williams,6,Monaco Grand Prix,2021,monaco,20.0,13.0,13.0
25061,1056,852,213,22,16,16,16,16,0.0,77,\N,\N,66,2,01:14.0,162.259,11,+1 Lap,tsunoda,alphatauri,6,Monaco Grand Prix,2021,monaco,26.0,13.0,13.0
25058,1056,4,214,14,17,13,13,13,0.0,77,\N,\N,70,10,01:15.0,160.12,11,+1 Lap,alonso,alpine,6,Monaco Grand Prix,2021,monaco,1.0,3.0,3.0
25060,1056,849,3,6,18,15,15,15,0.0,77,\N,\N,66,16,01:15.6,158.961,11,+1 Lap,latifi,williams,6,Monaco Grand Prix,2021,monaco,23.0,13.0,13.0
25062,1056,853,210,9,19,17,17,17,0.0,75,\N,\N,64,19,01:16.9,156.287,13,+3 Laps,mazepin,haas,6,Monaco Grand Prix,2021,monaco,26.0,13.0,13.0
25063,1056,854,210,47,20,18,18,18,0.0,75,\N,\N,51,18,01:16.4,157.189,13,+3 Laps,mick_schumacher,haas,6,Monaco Grand Prix,2021,monaco,26.0,13.0,13.0
25069,1057,844,6,16,1,4,4,4,12.0,51,3.828,8020238,46,8,01:45.4,205.071,1,Finished,leclerc,ferrari,73,Azerbaijan Grand Prix,2021,BAK,18.0,8.0,7.0
25080,1057,1,131,44,2,15,15,15,0.0,51,17.668,8034078,43,3,01:44.8,206.27,1,Finished,hamilton,mercedes,73,Azerbaijan Grand Prix,2021,BAK,3.0,1.0,1.0
25083,1057,830,9,33,3,\N,R,18,0.0,45,\N,\N,44,1,01:44.5,206.839,3,Accident,max_verstappen,red_bull,73,Azerbaijan Grand Prix,2021,BAK,10.0,5.0,6.0
25068,1057,842,213,10,4,3,3,3,15.0,51,2.762,8019172,44,6,01:45.2,205.386,1,Finished,gasly,alphatauri,73,Azerbaijan Grand Prix,2021,BAK,14.0,10.0,13.0
25073,1057,832,6,55,5,8,8,8,4.0,51,7.709,8024119,42,13,01:45.7,204.454,1,Finished,sainz,ferrari,73,Azerbaijan Grand Prix,2021,BAK,10.0,13.0,13.0
25066,1057,815,9,11,6,1,1,1,25.0,51,13:36.4,8016410,45,2,01:44.7,206.432,1,Finished,perez,red_bull,73,Azerbaijan Grand Prix,2021,BAK,5.0,8.0,13.0
25072,1057,852,213,22,7,7,7,7,6.0,51,6.624,8023034,46,5,01:44.9,205.936,1,Finished,tsunoda,alphatauri,73,Azerbaijan Grand Prix,2021,BAK,26.0,13.0,13.0
25071,1057,4,214,14,8,6,6,6,8.0,51,6.382,8022792,42,11,01:45.6,204.601,1,Finished,alonso,alpine,73,Azerbaijan Grand Prix,2021,BAK,1.0,3.0,3.0
25070,1057,846,1,4,9,5,5,5,10.0,51,4.754,8021164,41,7,01:45.3,205.18,1,Finished,norris,mclaren,73,Azerbaijan Grand Prix,2021,BAK,20.0,13.0,9.0
25077,1057,822,131,77,10,12,12,12,0.0,51,11.264,8027674,43,12,01:45.7,204.521,1,Finished,bottas,mercedes,73,Azerbaijan Grand Prix,2021,BAK,7.0,6.0,4.0
25067,1057,20,117,5,11,2,2,2,18.0,51,1.385,8017795,41,4,01:44.9,206.032,1,Finished,vettel,aston_martin,73,Azerbaijan Grand Prix,2021,BAK,3.0,2.0,2.0
25085,1057,839,214,31,12,\N,R,20,0.0,3,\N,\N,2,20,01:50.9,194.955,101,Turbo,ocon,alpine,73,Azerbaijan Grand Prix,2021,BAK,14.0,10.0,13.0
25074,1057,817,1,3,13,9,9,9,2.0,51,8.874,8025284,43,14,01:45.7,204.428,1,Finished,ricciardo,mclaren,73,Azerbaijan Grand Prix,2021,BAK,5.0,7.0,8.0
25075,1057,8,51,7,14,10,10,10,1.0,51,9.576,8025986,43,10,01:45.6,204.645,1,Finished,raikkonen,alfa,73,Azerbaijan Grand Prix,2021,BAK,1.0,4.0,4.0
25082,1057,847,3,63,15,\N,R,17,0.0,48,\N,\N,43,15,01:46.0,203.954,6,Gearbox,russell,williams,73,Azerbaijan Grand Prix,2021,BAK,20.0,13.0,13.0
25081,1057,849,3,6,16,16,16,16,0.0,51,43.379,8059789,42,17,01:46.6,202.712,1,Finished,latifi,williams,73,Azerbaijan Grand Prix,2021,BAK,23.0,13.0,13.0
25078,1057,854,210,47,17,13,13,13,0.0,51,14.241,8030651,41,18,01:47.6,200.799,1,Finished,mick_schumacher,haas,73,Azerbaijan Grand Prix,2021,BAK,26.0,13.0,13.0
25079,1057,853,210,9,18,14,14,14,0.0,51,14.315,8030725,40,19,01:47.7,200.569,1,Finished,mazepin,haas,73,Azerbaijan Grand Prix,2021,BAK,26.0,13.0,13.0
25084,1057,840,117,18,19,\N,R,19,0.0,29,\N,\N,28,16,01:46.2,203.478,3,Accident,stroll,aston_martin,73,Azerbaijan Grand Prix,2021,BAK,14.0,13.0,9.0
25076,1057,841,51,99,20,11,11,11,0.0,51,10.254,8026664,44,9,01:45.6,204.696,1,Finished,giovinazzi,alfa,73,Azerbaijan Grand Prix,2021,BAK,20.0,13.0,13.0
25106,1058,830,9,33,1,1,1,1,25.0,71,22:18.9,4938925,68,3,01:08.0,228.542,1,Finished,max_verstappen,red_bull,70,Styrian Grand Prix,2021,red_bull_ring,10.0,5.0,6.0
25107,1058,1,131,44,2,2,2,2,19.0,71,35.743,4974668,71,1,01:07.1,231.811,1,Finished,hamilton,mercedes,70,Styrian Grand Prix,2021,red_bull_ring,3.0,1.0,1.0
25110,1058,846,1,4,3,5,5,5,10.0,70,\N,\N,65,7,01:08.9,225.604,11,+1 Lap,norris,mclaren,70,Styrian Grand Prix,2021,red_bull_ring,20.0,13.0,9.0
25109,1058,815,9,11,4,4,4,4,12.0,71,47.434,4986359,57,2,01:07.9,228.956,1,Finished,perez,red_bull,70,Styrian Grand Prix,2021,red_bull_ring,5.0,8.0,13.0
25108,1058,822,131,77,5,3,3,3,15.0,71,46.907,4985832,43,5,01:08.6,226.537,1,Finished,bottas,mercedes,70,Styrian Grand Prix,2021,red_bull_ring,7.0,6.0,4.0
25125,1058,842,213,10,6,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,4,Collision,gasly,alphatauri,70,Styrian Grand Prix,2021,red_bull_ring,14.0,10.0,13.0
25112,1058,844,6,16,7,7,7,7,6.0,70,\N,\N,64,6,01:08.7,226.145,11,+1 Lap,leclerc,ferrari,70,Styrian Grand Prix,2021,red_bull_ring,18.0,8.0,7.0
25114,1058,4,214,14,8,9,9,9,2.0,70,\N,\N,61,13,01:09.7,222.867,11,+1 Lap,alonso,alpine,70,Styrian Grand Prix,2021,red_bull_ring,1.0,3.0,3.0
25113,1058,840,117,18,9,8,8,8,4.0,70,\N,\N,32,14,01:09.8,222.746,11,+1 Lap,stroll,aston_martin,70,Styrian Grand Prix,2021,red_bull_ring,14.0,13.0,9.0
25124,1058,847,3,63,10,\N,R,19,0.0,36,\N,\N,28,18,01:10.5,220.496,5,Engine,russell,williams,70,Styrian Grand Prix,2021,red_bull_ring,20.0,13.0,13.0
25115,1058,852,213,22,11,10,10,10,1.0,70,\N,\N,41,11,01:09.7,223.184,11,+1 Lap,tsunoda,alphatauri,70,Styrian Grand Prix,2021,red_bull_ring,26.0,13.0,13.0
25111,1058,832,6,55,12,6,6,6,8.0,70,\N,\N,64,4,01:08.6,226.57,11,+1 Lap,sainz,ferrari,70,Styrian Grand Prix,2021,red_bull_ring,10.0,13.0,13.0
25118,1058,817,1,3,13,13,13,13,0.0,70,\N,\N,45,9,01:09.3,224.295,11,+1 Lap,ricciardo,mclaren,70,Styrian Grand Prix,2021,red_bull_ring,5.0,7.0,8.0
25117,1058,20,117,5,14,12,12,12,0.0,70,\N,\N,64,15,01:09.8,222.637,11,+1 Lap,vettel,aston_martin,70,Styrian Grand Prix,2021,red_bull_ring,3.0,2.0,2.0
25120,1058,841,51,99,15,15,15,15,0.0,70,\N,\N,39,12,01:09.7,222.95,11,+1 Lap,giovinazzi,alfa,70,Styrian Grand Prix,2021,red_bull_ring,20.0,13.0,13.0
25122,1058,849,3,6,16,17,17,17,0.0,68,\N,\N,34,17,01:10.1,221.739,13,+3 Laps,latifi,williams,70,Styrian Grand Prix,2021,red_bull_ring,23.0,13.0,13.0
25119,1058,839,214,31,17,14,14,14,0.0,70,\N,\N,70,10,01:09.6,223.421,11,+1 Lap,ocon,alpine,70,Styrian Grand Prix,2021,red_bull_ring,14.0,10.0,13.0
25116,1058,8,51,7,18,11,11,11,0.0,70,\N,\N,57,8,01:09.1,224.869,11,+1 Lap,raikkonen,alfa,70,Styrian Grand Prix,2021,red_bull_ring,1.0,4.0,4.0
25121,1058,854,210,47,19,16,16,16,0.0,69,\N,\N,57,16,01:10.0,222.052,12,+2 Laps,mick_schumacher,haas,70,Styrian Grand Prix,2021,red_bull_ring,26.0,13.0,13.0
25123,1058,853,210,9,20,18,18,18,0.0,68,\N,\N,39,19,01:11.0,219.092,13,+3 Laps,mazepin,haas,70,Styrian Grand Prix,2021,red_bull_ring,26.0,13.0,13.0
25086,1059,830,9,33,1,1,1,1,26.0,53,27:25.8,5245770,35,1,01:36.4,218.156,1,Finished,max_verstappen,red_bull,34,French Grand Prix,2021,ricard,10.0,5.0,6.0
25087,1059,1,131,44,2,2,2,2,18.0,53,2.904,5248674,44,5,01:37.4,215.903,1,Finished,hamilton,mercedes,34,French Grand Prix,2021,ricard,3.0,1.0,1.0
25089,1059,822,131,77,3,4,4,4,12.0,53,14.618,5260388,19,3,01:37.0,216.905,1,Finished,bottas,mercedes,34,French Grand Prix,2021,ricard,7.0,6.0,4.0
25088,1059,815,9,11,4,3,3,3,15.0,53,8.811,5254581,53,2,01:36.7,217.504,1,Finished,perez,red_bull,34,French Grand Prix,2021,ricard,5.0,8.0,13.0
25096,1059,832,6,55,5,11,11,11,0.0,53,+1:39.337,5345107,19,18,01:38.9,212.584,1,Finished,sainz,ferrari,34,French Grand Prix,2021,ricard,10.0,13.0,13.0
25092,1059,842,213,10,6,7,7,7,6.0,53,+1:16.596,5322366,44,11,01:38.1,214.378,1,Finished,gasly,alphatauri,34,French Grand Prix,2021,ricard,14.0,10.0,13.0
25101,1059,844,6,16,7,16,16,16,0.0,52,\N,\N,43,8,01:37.7,215.304,11,+1 Lap,leclerc,ferrari,34,French Grand Prix,2021,ricard,18.0,8.0,7.0
25090,1059,846,1,4,8,5,5,5,10.0,53,+1:04.032,5309802,52,6,01:37.4,215.87,1,Finished,norris,mclaren,34,French Grand Prix,2021,ricard,20.0,13.0,9.0
25093,1059,4,214,14,9,8,8,8,4.0,53,+1:17.695,5323465,44,7,01:37.6,215.382,1,Finished,alonso,alpine,34,French Grand Prix,2021,ricard,1.0,3.0,3.0
25091,1059,817,1,3,10,6,6,6,8.0,53,+1:15.857,5321627,45,14,01:38.3,213.896,1,Finished,ricciardo,mclaren,34,French Grand Prix,2021,ricard,5.0,7.0,8.0
25099,1059,839,214,31,11,14,14,14,0.0,52,\N,\N,33,15,01:38.6,213.2,11,+1 Lap,ocon,alpine,34,French Grand Prix,2021,ricard,14.0,10.0,13.0
